,Type,Fund,Institution,City,State,Country,Grant,Purpose,year,currency,grant_sum,conversion_rate,usd
539,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family and Children's Services of the East Bay,Berkeley,California,United States,"$10,000",Toward emergency assistance for Nazi victims.,2014,USD,10000,1.0,10000.0
540,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Service of Los Angeles,Los Angeles,California,United States,"$193,100",Toward emergency assistance for Nazi victims.,2014,USD,193100,1.0,193100.0
541,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Service of San Diego,Los Gatos,California,United States,"$10,667",Toward emergency assistance for Nazi victims.,2014,USD,10667,1.0,10667.0
542,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Service of San Diego,San Diego,California,United States,"$33,900",Toward emergency assistance for Nazi victims.,2014,USD,33900,1.0,33900.0
543,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family and Children's Services of San Francisco,San Francisco,California,United States,"$108,407",Toward emergency assistance for Nazi victims.,2014,USD,108407,1.0,108407.0
544,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Service of Colorado,Denver,Colorado,United States,"$28,000",Toward emergency assistance for Nazi victims.,2014,USD,28000,1.0,28000.0
545,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Services of Greater Hartford,West Hartford,Connecticut,United States,"$33,333",Toward emergency assistance for Nazi victims.,2014,USD,33333,1.0,33333.0
546,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,"Ruth & Norman Rales Jewish Family Services, Inc.",Boca Raton,Florida,United States,"$22,667",Toward emergency assistance for Nazi victims.,2014,USD,22667,1.0,22667.0
547,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,"Gulf Coast Jewish Family & Community Services, Inc.",Clearwater,Florida,United States,"$31,733",Toward emergency assistance for Nazi victims.,2014,USD,31733,1.0,31733.0
548,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,"Jewish Community Services of South Florida, Inc.",Miami,Florida,United States,"$61,733",Toward emergency assistance for Nazi victims.,2014,USD,61733,1.0,61733.0
549,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,"Jewish Family Service, Inc. of Broward County",Plantation,Florida,United States,"$57,733",Toward emergency assistance for Nazi victims.,2014,USD,57733,1.0,57733.0
550,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Ferd & Gladys Alpert Jewish Family & Children's Service,West Palm Beach,Florida,United States,"$32,667",Toward emergency assistance for Nazi victims.,2014,USD,32667,1.0,32667.0
551,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family and Career Services,Atlanta,Georgia,United States,"$26,000",Toward emergency assistance for Nazi victims.,2014,USD,26000,1.0,26000.0
552,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family and Children's Service of Greater Boston,Waltham,Massachusetts,United States,"$22,667",Toward emergency assistance for Nazi victims.,2014,USD,22667,1.0,22667.0
553,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Community Services,Baltimore,Maryland,United States,"$21,833",Toward emergency assistance for Nazi victims.,2014,USD,21833,1.0,21833.0
554,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Federation of Howard County,Columbia,Maryland,United States,"$5,667",Toward emergency assistance for Nazi victims.,2014,USD,5667,1.0,5667.0
555,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Social Service Agency,Rockville,Maryland,United States,"$28,400",Toward emergency assistance for Nazi victims.,2014,USD,28400,1.0,28400.0
556,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Service of Metropolitan Detroit,West Bloomfield,Michigan,United States,"$37,333",Toward emergency assistance for Nazi victims.,2014,USD,37333,1.0,37333.0
557,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family and Children's Service of Minneapolis,Minnetonka,Minnesota,United States,"$17,333",Toward emergency assistance for Nazi victims.,2014,USD,17333,1.0,17333.0
558,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Association of Jewish Family Service Agencies,Elizabeth,New Jersey,United States,"$20,000",Toward emergency assistance for Nazi victims.,2014,USD,20000,1.0,20000.0
559,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Service Agency of Las Vegas,Las Vegas,Nevada,United States,"$18,933",Toward emergency assistance for Nazi victims.,2014,USD,18933,1.0,18933.0
560,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Guardians of the Sick / Bikur Cholim Hesed Organization,Brooklyn,New York,United States,"$205,333",Toward emergency assistance for Nazi victims.,2014,USD,205333,1.0,205333.0
561,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Pesach Tikvah/Door of Hope,Brooklyn,New York,United States,"$122,133",Toward emergency assistance for Nazi victims.,2014,USD,122133,1.0,122133.0
562,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Bikur Cholim of Rockland County,Monsey,New York,United States,"$45,333",Toward emergency assistance for Nazi victims.,2014,USD,45333,1.0,45333.0
563,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Blue Card Inc.,New York,New York,United States,"$103,208",Toward emergency assistance for Nazi victims.,2014,USD,103208,1.0,103208.0
564,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Metropolitan Council on Jewish Poverty,New York,New York,United States,"$37,707",Toward emergency assistance for Nazi victims.,2014,USD,37707,1.0,37707.0
565,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Selfhelp Community Services,New York,New York,United States,"$208,600",Toward emergency assistance for Nazi victims.,2014,USD,208600,1.0,208600.0
566,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Community Improvement Council Inc.,Spring Valley,New York,United States,"$9,413",Toward emergency assistance for Nazi victims.,2014,USD,9413,1.0,9413.0
567,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Service Association of Cleveland,Beachwood,Ohio,United States,"$24,467",Toward emergency assistance for Nazi victims.,2014,USD,24467,1.0,24467.0
568,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Service of Greater Cincinnati,Cincinnati,Ohio,United States,"$24,333",Toward emergency assistance for Nazi victims.,2014,USD,24333,1.0,24333.0
569,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Services,Columbus,Ohio,United States,"$9,800",Toward emergency assistance for Nazi victims.,2014,USD,9800,1.0,9800.0
570,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family & Child Service,Toronto,Ontario,Canada,"$79,067",Toward emergency assistance for Nazi victims.,2014,USD,79067,1.0,79067.0
571,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family and Child Service,Portland,Oregon,United States,"$11,333",Toward emergency assistance for Nazi victims.,2014,USD,11333,1.0,11333.0
572,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family and Children's Service of Greater Philadelphia,Philadelphia,Pennsylvania,United States,"$46,667",Toward emergency assistance for Nazi victims.,2014,USD,46667,1.0,46667.0
573,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Service of Lackawanna County,Scranton,Pennsylvania,United States,"$4,000",Toward emergency assistance for Nazi victims.,2014,USD,4000,1.0,4000.0
574,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Cummings Jewish Centre for Seniors,Montreal,Quebec,Canada,"$195,733",Toward emergency assistance for Nazi victims.,2014,USD,195733,1.0,195733.0
575,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Service of Greater Dallas,Dallas,Texas,United States,"$11,700",Toward emergency assistance for Nazi victims.,2014,USD,11700,1.0,11700.0
576,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Service of Houston,Houston,Texas,United States,"$15,067",Toward emergency assistance for Nazi victims.,2014,USD,15067,1.0,15067.0
577,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Service,Seattle,Washington,United States,"$5,333",Toward emergency assistance for Nazi victims.,2014,USD,5333,1.0,5333.0
